0	-2230.77	-2230.77	71.66666667
0.02272727273	-2292.63	-2292.63	70.34090909
0.04545454545	-2250.39	-2250.39	69.01515152
0.06818181818	-2061.61	-2061.61	67.68939394
0.09090909091	-1406.43	-1406.43	66.36363636
0.1136363636	-626.842	-626.842	65.03787879
0.1363636364	-350.303	-350.303	63.71212121
0.1590909091	-259.054	-259.054	62.38636364
0.1818181818	-223.468	-223.468	61.06060606
0.2045454545	-156.348	-156.348	59.73484848
0.2272727273	-69.5695	-69.5695	58.40909091
0.25	654.747	962.503	57.08333333
0.2727272727	727.329	1697.24	55.75757576
0.2954545455	718.217	1963.24	54.43181818
0.3181818182	621.243	2222.07	53.10606061
0.3409090909	552.613	2486.46	51.78030303
0.3636363636	476.599	2716.23	50.45454545
0.3863636364	345.435	2879.01	49.12878788
0.4090909091	184.03	2989.49	47.8030303
0.4318181818	31.9247	3069.93	46.47727273
0.4545454545	-75.7639	3141.31	45.15151515
0.4772727273	-56.0242	3210.37	43.82575758
0.5	35.8462	3274.68	42.5
0.5227272727	106.573	3333.28	41.17424242
0.5454545455	94.9412	3376.35	39.84848485
0.5681818182	160.722	3361.4	38.52272727
0.5909090909	379.913	3291.88	37.1969697
0.6136363636	626.069	3194.59	35.87121212
0.6363636364	838.234	3092.49	34.54545455
0.6590909091	643.812	2981.29	33.21969697
0.6818181818	720.549	2856.08	31.89393939
0.7045454545	907.735	2716.93	30.56818182
0.7272727273	1152.31	2490.21	29.24242424
0.75	1415.01	2197.69	27.91666667
0.7727272727	1318.98	1822.74	26.59090909
0.7954545455	856.985	856.985	25.26515152
0.8181818182	-170.996	-170.996	23.93939394
0.8409090909	-267.75	-267.75	22.61363636
0.8636363636	5.62864	5.62864	21.28787879
0.8863636364	192.311	192.311	19.96212121
0.9090909091	323.31	323.31	18.63636364
0.9318181818	-29.2944	-29.2944	17.31060606
0.9545454545	-80.286	-80.286	15.98484848
0.9772727273	-277.126	-277.126	14.65909091
1	-897.685	-897.685	13.33333333
